id,titulo,anio,editorial_institucion,tipo_doc,pais,departamento,nombre_revista_compilacion,numero_revista,autor,ciudad,temas,url,obs,img,file_img
333,La contribución del PIEB al conocimiento sobre espacios urbanos en Bolivia,2015,PIEB,ensayo,Bolivia,La Paz,T'inkazos,38,Antequera N.,Urbanización boliviana,investigación urbana,http://www.pieb.com.bo/2016/BPIEB/BPIEBT_Tinkazos_38.pdf,,https://labtecnosocial.org/explora-bib/urbana/333.jpeg,333.jpeg
334,diagnóstico de la formación técnica y tecnológica en el municipio de La Paz,2015,PIEB,reseña,Bolivia,La Paz,T'inkazos,38,Lizarraga K.,La Paz,educación,http://www.pieb.com.bo/2016/BPIEB/BPIEBT_Tinkazos_38.pdf,,https://labtecnosocial.org/explora-bib/urbana/334.jpeg,334.jpeg
335,Inseguridad y victimización en el transporte público urbano,2015,IDIS - UMSA,ensayo,Bolivia,La Paz,Temas Sociales,36,Nichols P.,La Paz,inseguridad ciudadana,https://repositorio.umsa.bo/bitstream/handle/123456789/16327/Temas%20Sociales%2036.pdf,,https://labtecnosocial.org/explora-bib/urbana/335.jpeg,335.jpeg
336,Comercio Popular en vía Pública: Una mirada a la Max Paredes desde sus identidades y territorios,2015,IDIS - UMSA,articulo de investigación,Bolivia,La Paz,Temas Sociales,36,"Pereira Morato R.,Lopez Fernandez D.",La Paz,comercio,https://repositorio.umsa.bo/bitstream/handle/123456789/16327/Temas%20Sociales%2036.pdf?sequence=1&isAllowed=y,,https://labtecnosocial.org/explora-bib/urbana/336.jpeg,336.jpeg
337,"Etnografía del área comercial Eloy Salmón (La Paz, Bolivia): Transformaciones territoriales, estrategias económicas y prácticas culturales",2015,IDIS - UMSA,articulo de investigación,Bolivia,La Paz,Temas Sociales,37,Müller J.,La Paz,comercio,https://repositorio.umsa.bo/bitstream/handle/123456789/16328/Temas%20Sociales%2037.pdf?sequence=1&isAllowed=y,,https://labtecnosocial.org/explora-bib/urbana/337.jpeg,337.jpeg
338,Entre la violencia y la inseguridad ciudadana,2015,IDIS - UMSA,ensayo,Bolivia,La Paz,Temas Sociales,37,Moreno Valdivia A.,El Alto,inseguridad ciudadana,https://repositorio.umsa.bo/bitstream/handle/123456789/16328/Temas%20Sociales%2037.pdf?sequence=1&isAllowed=y,,https://labtecnosocial.org/explora-bib/urbana/338.jpeg,338.jpeg
339,Pautas para entender la violencia social y la inseguridad ciudadana en la región,2015,"CESU - UMSS,IIACH - UMSS,CEP,DICyT",ensayo,Bolivia,Cochabamba,Por esos lugares no camino... Reflexiones teórica-conceptuales para comprender la violencia y la inseguridad en ámbitos urbanos,,Ramirez A.,Cochabamba,inseguridad ciudadana,https://es.scribd.com/doc/301519548/Libro-Por-esos-lugares-no-camino-Reflexiones-teorica-conceptuales-para-comprender-la-violencia-y-la-inseguridad-en-ambitos-urbanos,,https://labtecnosocial.org/explora-bib/urbana/339.jpeg,339.jpeg
340,"Aproximación a las definiciones de agresión, violencia y delito que determinan políticas e intervenciones institucionales en Cochabamba",2015,"CESU - UMSS,IIACH - UMSS,CEP,DICyT",ensayo,Bolivia,Cochabamba,Por esos lugares no camino... Reflexiones teórica-conceptuales para comprender la violencia y la inseguridad en ámbitos urbanos,,Aramburo T.,Cochabamba,inseguridad ciudadana,https://es.scribd.com/doc/301519548/Libro-Por-esos-lugares-no-camino-Reflexiones-teorica-conceptuales-para-comprender-la-violencia-y-la-inseguridad-en-ambitos-urbanos,,https://labtecnosocial.org/explora-bib/urbana/340.jpeg,340.jpeg
341,Un enfoque de seguridad/inseguridad ciudadana para comprender sus efectos en la (re)configuración del territorio urbano,2015,"CESU - UMSS,IIACH - UMSS,CEP,DICyT",ensayo,Bolivia,Cochabamba,Por esos lugares no camino... Reflexiones teórica-conceptuales para comprender la violencia y la inseguridad en ámbitos urbanos,,Villarroel P.,Cochabamba,inseguridad ciudadana,https://es.scribd.com/doc/301519548/Libro-Por-esos-lugares-no-camino-Reflexiones-teorica-conceptuales-para-comprender-la-violencia-y-la-inseguridad-en-ambitos-urbanos,,https://labtecnosocial.org/explora-bib/urbana/341.jpeg,341.jpeg
342,Marcas simbólicas en el espacio público: una aproximación a las estéticas de la violencia,2015,"CESU - UMSS,IIACH - UMSS,CEP,DICyT",ensayo,Bolivia,Cochabamba,Por esos lugares no camino... Reflexiones teórica-conceptuales para comprender la violencia y la inseguridad en ámbitos urbanos,,Saavedra L.,Urbanización boliviana,imaginarios urbanos,https://es.scribd.com/doc/301519548/Libro-Por-esos-lugares-no-camino-Reflexiones-teorica-conceptuales-para-comprender-la-violencia-y-la-inseguridad-en-ambitos-urbanos,,https://labtecnosocial.org/explora-bib/urbana/342.jpeg,342.jpeg
343,Neoliberalismo y políticas públicas. Seguridad ciudadana en América Latina y en Bolivia,2015,"CESU - UMSS,IIACH - UMSS,CEP,DICyT",ensayo,Bolivia,Cochabamba,Por esos lugares no camino... Reflexiones teórica-conceptuales para comprender la violencia y la inseguridad en ámbitos urbanos,,Cordova E.,Urbanización boliviana,inseguridad ciudadana,https://es.scribd.com/doc/301519548/Libro-Por-esos-lugares-no-camino-Reflexiones-teorica-conceptuales-para-comprender-la-violencia-y-la-inseguridad-en-ambitos-urbanos,,https://labtecnosocial.org/explora-bib/urbana/343.jpeg,343.jpeg
344,Dinámicas de visibilización e invisibilización en el tratamiento de realidades de violencia e inseguridad ciudadana en Bolivia,2015,"CESU - UMSS,IIACH - UMSS,CEP,DICyT",ensayo,Bolivia,Cochabamba,Por esos lugares no camino... Reflexiones teórica-conceptuales para comprender la violencia y la inseguridad en ámbitos urbanos,,Roncken T.,Urbanización boliviana,inseguridad ciudadana,https://es.scribd.com/doc/301519548/Libro-Por-esos-lugares-no-camino-Reflexiones-teorica-conceptuales-para-comprender-la-violencia-y-la-inseguridad-en-ambitos-urbanos,,https://labtecnosocial.org/explora-bib/urbana/344.jpeg,344.jpeg
345,Institucionalidad y gestión local de la seguridad ciudadana y la violencia en Bolivia. Estudio de caso de la Región Metropolitana de Kanata de Cochabamba,2015,"CESU - UMSS,IIACH - UMSS,CEP,DICyT",articulo de investigación,Bolivia,Cochabamba,Por esos lugares no camino... Reflexiones teórica-conceptuales para comprender la violencia y la inseguridad en ámbitos urbanos,,Chacin J.,Cochabamba,inseguridad ciudadana,https://es.scribd.com/doc/301519548/Libro-Por-esos-lugares-no-camino-Reflexiones-teorica-conceptuales-para-comprender-la-violencia-y-la-inseguridad-en-ambitos-urbanos,,https://labtecnosocial.org/explora-bib/urbana/345.jpeg,345.jpeg
346,"Estado de Situación 2015: Bolivia, Seguridad Alimentaria y El Comercio Mundial de Alimentos",2015,Fundación Alternativas,informe,Bolivia,,,,Matthews C.,Urbanización boliviana,seguridad alimentaria,https://alternativascc.org/wp-content/uploads/2018/05/Bolivia_Seg-Alimentaria-y-el-Comercio-Mundial-de-Alimentos-2015.pdf,,https://labtecnosocial.org/explora-bib/urbana/346.jpeg,346.jpeg
347,"Estado de Situación 2015: Bolivia, Seguridad Alimentaria y Pobreza Urbana",2015,Fundación Alternativas,informe,Bolivia,,,,Matthews C.,Urbanización boliviana,seguridad alimentaria,https://alternativascc.org/wp-content/uploads/2018/05/Bolivia_Seg-Alimentaria-y-Pobreza-Urbana-2015.pdf,,https://labtecnosocial.org/explora-bib/urbana/347.jpeg,347.jpeg
348,"Estado de Situación 2015: Bolivia, Seguridad Alimentaria y Nutrición",2015,Fundación Alternativas,informe,Bolivia,,,,Matthews C.,Urbanización boliviana,seguridad alimentaria,https://alternativascc.org/wp-content/uploads/2018/05/Bolivia_Seg-Alimentaria-y-Nutricion-2015.pdf,,https://labtecnosocial.org/explora-bib/urbana/348.jpeg,348.jpeg
349,"Estado de Situación 2015: Bolivia, Seguridad Alimentaria e Igualdad de Género",2015,Fundación Alternativas,informe,Bolivia,,,,Matthews C.,Urbanización boliviana,seguridad alimentaria,https://alternativascc.org/wp-content/uploads/2018/05/Bolivia_Seg-Alimentaria-y-Desigualdad-de-Genero-2015.pdf,,https://labtecnosocial.org/explora-bib/urbana/349.jpeg,349.jpeg
350,Dinámicas de los mercados inmobiliarios en países en desarrollo. Aspectos teórico metodológicos y estudios de caso,2015,"CEP,DICyT,IIACH - UMSS",libro,Bolivia,Cochabamba,,,"Veizaga J.,Quillaguaman K.,Jimenez S.,Rubiano M.,Burbano A.,Ortiz I.,Lopez J.",Urbanización boliviana,mercado de suelo,https://renaseh-odhva.org/wp-content/uploads/2021/04/CEP_DINAMICAS_MERCADOS_INMOBILIARIOS_pdf.pdf,,https://labtecnosocial.org/explora-bib/urbana/350.jpeg,350.jpeg
351,Informalidad y vulnerabilidad en la embrionaria metrópoli de Cochabamba,2015,IIACH - UMSS,ensayo,Bolivia,,"XXXIV Encuentro Arquisur 2014 y XIX Congreso de Escuelas y Facultades Públicas de Arquitectura de los países de América del Sur (La Plata, Argentina)",,Bolivar H.,Cochabamba,asentamientos informales,http://sedici.unlp.edu.ar/handle/10915/51413,,https://labtecnosocial.org/explora-bib/urbana/351.jpeg,351.jpeg
352,"Planificación urbana y diseño inclusivo de la zona ""La Ramada"" de la ciudad de Santa Cruz de la Sierra, Bolivia. Proyecto de investigación.",2015,ARQUISUR,ensayo,Bolivia,,,,"Saldaña L.,Ovando D.,Ramos L.,Valdez V.,Leigue M.,Delgado M.,Delgado B.,Brozovic F.,Brozovic T.",Santa Cruz,"planificación urbana,asentamientos informales",http://sedici.unlp.edu.ar/handle/10915/50713,,https://labtecnosocial.org/explora-bib/urbana/352.jpeg,352.jpeg
353,Hábitat popular y mercado laboral: el desarrollo urbano desigual de la ciudad de El Alto (Bolivia),2015,Universidad de Chile,articulo de investigación,Chile,,Revista INVI,85,Diaz M.,El Alto,vivienda,https://scielo.conicyt.cl/scielo.php?pid=S0718-83582015000300004&script=sci_arttext&tlng=e,,https://labtecnosocial.org/explora-bib/urbana/353.jpeg,353.jpeg
354,"Mujer, ciudad y reproducción de la vida",2015,"Ciudadanía,CERES,Los Tiempos",articulo de investigación,Bolivia,Cochabamba,Estudios en el eje metropolitano,,Arebalo M.,"La Paz,Cochabamba,Santa Cruz",género,https://www.ciudadaniabolivia.org/sites/default/files/archivos_articulos/ESTUDIOS%20EN%20EL%20EJE%20METROPOLITANO.pdf,,https://labtecnosocial.org/explora-bib/urbana/354.jpeg,354.jpeg
355,Violencia doméstica y género,2015,"Ciudadanía,CERES,Los Tiempos",articulo de investigación,Bolivia,Cochabamba,Estudios en el eje metropolitano,,Laserna R.,"La Paz,Cochabamba,Santa Cruz","género,violencia",https://www.ciudadaniabolivia.org/sites/default/files/archivos_articulos/ESTUDIOS%20EN%20EL%20EJE%20METROPOLITANO.pdf,,https://labtecnosocial.org/explora-bib/urbana/355.jpeg,355.jpeg
356,Valores y atributos del involucramiento público ciudadano. Compromiso cívico y participación política en áreas metropolitanas,2015,"Ciudadanía,CERES,Los Tiempos",articulo de investigación,Bolivia,Cochabamba,Estudios en el eje metropolitano,,Vargas G.,"Cochabamba,La Paz,Santa Cruz",participación social,https://www.ciudadaniabolivia.org/sites/default/files/archivos_articulos/ESTUDIOS%20EN%20EL%20EJE%20METROPOLITANO.pdf,,https://labtecnosocial.org/explora-bib/urbana/356.jpeg,356.jpeg
357,Migrantes metropolitanos,2015,"Ciudadanía,CERES,Los Tiempos",articulo de investigación,Bolivia,Cochabamba,Estudios en el eje metropolitano,,Roman O.,"Cochabamba,La Paz,Santa Cruz",migración,https://www.ciudadaniabolivia.org/sites/default/files/archivos_articulos/ESTUDIOS%20EN%20EL%20EJE%20METROPOLITANO.pdf,,https://labtecnosocial.org/explora-bib/urbana/357.jpeg,357.jpeg
358,¿Son felices los jóvenes de la región metropolitana de Cochabamba?,2015,"Ciudadanía,CERES,Los Tiempos",articulo de investigación,Bolivia,Cochabamba,Estudios en el eje metropolitano,,"Gottlieh E.,Lange A.,Orias C.",Cochabamba,juventud,https://www.ciudadaniabolivia.org/sites/default/files/archivos_articulos/ESTUDIOS%20EN%20EL%20EJE%20METROPOLITANO.pdf,,https://labtecnosocial.org/explora-bib/urbana/358.jpeg,358.jpeg
359,"Satisfacción con la ciudad. La Paz, Santa Cruz y Cochabamba en Perspectiva comparada",2015,"Ciudadanía,CERES,Los Tiempos",articulo de investigación,Bolivia,Cochabamba,Estudios en el eje metropolitano,,Moreno D.,"Cochabamba,La Paz,Santa Cruz",calidad de vida,https://www.ciudadaniabolivia.org/sites/default/files/archivos_articulos/ESTUDIOS%20EN%20EL%20EJE%20METROPOLITANO.pdf,,https://labtecnosocial.org/explora-bib/urbana/359.jpeg,359.jpeg
360,Transporte público y urbanización en el área metropolitana de Cochabamba,2015,"Ciudadanía,CERES,Los Tiempos",articulo de investigación,Bolivia,Cochabamba,Estudios en el eje metropolitano,,"Delgado M.,Maldonado C.",Cochabamba,transporte,https://www.ciudadaniabolivia.org/sites/default/files/archivos_articulos/ESTUDIOS%20EN%20EL%20EJE%20METROPOLITANO.pdf,,https://labtecnosocial.org/explora-bib/urbana/360.jpeg,360.jpeg
361,"Problemas comunes, disparidades y percepciones sobre el medio ambiente en tres áreas metropolitanas de Bolivia",2015,"Ciudadanía,CERES,Los Tiempos",articulo de investigación,Bolivia,Cochabamba,Estudios en el eje metropolitano,,Flores G.,"Cochabamba,La Paz,Santa Cruz",medio ambiente,https://www.ciudadaniabolivia.org/sites/default/files/archivos_articulos/ESTUDIOS%20EN%20EL%20EJE%20METROPOLITANO.pdf,,https://labtecnosocial.org/explora-bib/urbana/361.jpeg,361.jpeg
362,Conflictos sociales en el proceso de cambio: percepciones y actitudes ciudadanas,2015,"Ciudadanía,CERES,Los Tiempos",articulo de investigación,Bolivia,Cochabamba,Estudios en el eje metropolitano,,Zegada M.,"La Paz,Cochabamba,Santa Cruz",política,https://www.ciudadaniabolivia.org/sites/default/files/archivos_articulos/ESTUDIOS%20EN%20EL%20EJE%20METROPOLITANO.pdf,,https://labtecnosocial.org/explora-bib/urbana/362.jpeg,362.jpeg
363,La inclusión financiera en Bolivia. ¿Cómo se establece en el imaginario colectivo boliviano?,2015,"Ciudadanía,CERES,Los Tiempos",articulo de investigación,Bolivia,Cochabamba,Estudios en el eje metropolitano,,Cuba L.,"La Paz,Cochabamba,Santa Cruz",finanzas,https://www.ciudadaniabolivia.org/sites/default/files/archivos_articulos/ESTUDIOS%20EN%20EL%20EJE%20METROPOLITANO.pdf,,https://labtecnosocial.org/explora-bib/urbana/363.jpeg,363.jpeg
364,"Empleo y economías urbanas: espejismo y paradojas en las condiciones y calidad de empleo en La Paz,Cochabamba y Santa Cruz",2015,"Ciudadanía,CERES,Los Tiempos",articulo de investigación,Bolivia,Cochabamba,Estudios en el eje metropolitano,,Barroso J.,"Cochabamba,La Paz,Santa Cruz",empleo,https://www.ciudadaniabolivia.org/sites/default/files/archivos_articulos/ESTUDIOS%20EN%20EL%20EJE%20METROPOLITANO.pdf,,https://labtecnosocial.org/explora-bib/urbana/364.jpeg,364.jpeg
365,Injusticia hídrica: dualidades en el acceso al agua en la ciudad de Cochabamba,2016,CESU - UMSS,articulo de investigación,Bolivia,Cochabamba,Decursos,"32,33","Zegada A., Bustamante R.",Cochabamba,"agua,desigualdad",https://drive.google.com/drive/folders/1GJYWc0gOEXgcIdKDFeLLSFT28qJSaO_r,,https://labtecnosocial.org/explora-bib/urbana/365.jpeg,365.jpeg
366,El camino tortuoso para la conformación de un modelo de gestión pública para las ciudades de La Paz y El Alto,2016,CESU - UMSS,ensayo,Bolivia,Cochabamba,Decursos,"32,33",Perez J.,"La Paz,El Alto",gestión municipal,https://drive.google.com/drive/folders/1GJYWc0gOEXgcIdKDFeLLSFT28qJSaO_r,,https://labtecnosocial.org/explora-bib/urbana/366.jpeg,366.jpeg
367,¿Ser o no ser bilingüe? Lenguas indígenas en familias urbanas,2016,"PROEIB Andes, Plural Editores",libro,Bolivia,La Paz,,,Sichra I.,Cochabamba,lengua,http://www.acuedi.org/ddata/11360.pdf,,https://labtecnosocial.org/explora-bib/urbana/367.jpeg,367.jpeg
368,Santa Cruz: quince años de profundas transformaciones,2016,PIEB,entrevista,Bolivia,La Paz,T'inkazos,40,Prado F.,Santa Cruz,historia,http://www.pieb.com.bo/2016/BPIEB/BPIEBT_Tinkazos_40.pdf,,https://labtecnosocial.org/explora-bib/urbana/368.jpeg,368.jpeg
369,La Paz: ¿ciudad moderna y sostenible?,2016,PIEB,entrevista,Bolivia,La Paz,T'inkazos,40,Sandoval G.,La Paz,gestión municipal,http://www.pieb.com.bo/2016/BPIEB/BPIEBT_Tinkazos_40.pdf,,https://labtecnosocial.org/explora-bib/urbana/369.jpeg,369.jpeg
370,"""Noes dejamos confundir con la violencia"". Violencia contra la mujer en el Macrodistrito Max Paredes",2016,PIEB,articulo de investigación,Bolivia,La Paz,T'inkazos,39,Freitas J.,La Paz,violencia,http://www.pieb.com.bo/2016/BPIEB/BPIEBT_Tinkazos_39.pdf,,https://labtecnosocial.org/explora-bib/urbana/370.jpeg,370.jpeg
371,Construcción de feminidades en espacios urbanos,2016,PIEB,reseña,Bolivia,La Paz,T'inkazos,39,Caero Padilla M.,Urbanización boliviana,género,http://www.pieb.com.bo/2016/BPIEB/BPIEBT_Tinkazos_39.pdf,,https://labtecnosocial.org/explora-bib/urbana/371.jpeg,371.jpeg
372,La construcción social del Mercado Uyuni: apuntes para una sociología del mercado,2016,IDIS - UMSA,articulo de investigación,Bolivia,La Paz,Temas Sociales,38,Aleman Vargas L.,La Paz,mercados,https://repositorio.umsa.bo/bitstream/handle/123456789/16329/Temas%20Sociales%2038.pdf?sequence=1&isAllowed=y,,https://labtecnosocial.org/explora-bib/urbana/372.jpeg,372.jpeg
373,Mecanismos de autoprotección en pobladores del Distrito Municipal I de la ciudad de El Alto,2016,IDIS - UMSA,articulo de investigación,Bolivia,La Paz,Temas Sociales,38,Moreno Valdivia A.,El Alto,inseguridad ciudadana,https://repositorio.umsa.bo/bitstream/handle/123456789/16329/Temas%20Sociales%2038.pdf?sequence=1&isAllowed=y,,https://labtecnosocial.org/explora-bib/urbana/373.jpeg,373.jpeg
374,"Amigo, ¿cuánto está tu celular? Dinámica socioeconómica de la telefnía móvil en el Barrio Chino de la ciudad de La Paz",2016,IDIS - UMSA,articulo de investigación,Bolivia,La Paz,Temas Sociales,39,Copa Uyuni J.,La Paz,mercados,https://repositorio.umsa.bo/bitstream/handle/123456789/16330/Temas%20Sociales%2039%20Final.pdf?sequence=1&isAllowed=y,,https://labtecnosocial.org/explora-bib/urbana/374.jpeg,374.jpeg
375,Discursos y medidas contra la mendicidad y la cagancia por parte del Estado y de las sociedades de beneficencia en la ciudad de Cochabamba en el periodo 1950-1960,2016,"CESU - UMSS,DICyT,IIACH - UMSS,CEP",articulo de investigación,Bolivia,Cochabamba,Violencias e inseguridad ciudadana en la región metropolitana de Cochabamba,,Torrez Canedo E.,Cochabamba,desigualdad,https://es.scribd.com/document/342826115/Violencia-e-Inseguridad-Ciudadana-en-la-Region-Metropolitana-de-Cochabamba,,https://labtecnosocial.org/explora-bib/urbana/375.jpeg,375.jpeg
376,"La relación entre delincuencia, policía y políticas en Cochabamba en los años ochenta. Una revisión a partir de información de prensa.",2016,"CESU - UMSS,DICyT,IIACH - UMSS,CEP",articulo de investigación,Bolivia,Cochabamba,Violencias e inseguridad ciudadana en la región metropolitana de Cochabamba,,Aramburo D.,Cochabamba,inseguridad ciudadana,https://es.scribd.com/document/342826115/Violencia-e-Inseguridad-Ciudadana-en-la-Region-Metropolitana-de-Cochabamba,,https://labtecnosocial.org/explora-bib/urbana/376.jpeg,376.jpeg
